teamname,goalnetstanchioncolor2r,hastifo,stadiumgoalnetstyle,utcoffset,teamcolor1b,crowdregion,gender,captainid,popularity,iscompetitioncrowdcardsenabled,numtransfersin,teamcolor3b,matchdaymidfieldrating,youthdevelopment,personalityid,pitchlinecolor,crowdskintonecode,teamcolor2r,stadiumgoalnetpattern,freekicktakerid,genericint2,opponentstrongthreshold,powid,hasstandingcrowd,longitude,genericint1,teamcolor3g,goalnetstanchioncolor1g,teamcolor2b,favoriteteamsheetid,clubworth,haslargeflag,midfieldrating,trait1vequal,presassetone,teamstadiumcapacity,goalnetstanchioncolor1b,teamcolor3r,rightfreekicktakerid,attackrating,overallrating,presassettwo,opponentweakthreshold,teamcolor1g,throwerright,hasvikingclap,iscompetitionscarfenabled,goalnetstanchioncolor1r,leftfreekicktakerid,longkicktakerid,trainingstadium,skinnyflags,stanchionflamethrower,cksupport6,prev_el_champ,uefa_consecutive_wins,ethnicity,trait1vstrong,defenserating,leaguetitles,cksupport2,stadiummowpattern_code,iscompetitionpoleflagenabled,internationalprestige,rivalteam,rightcornerkicktakerid,cksupport9,goalnetstanchioncolor2b,cksupport8,uefa_cl_wins,penaltytakerid,profitability,uefa_uecl_wins,genericbanner,matchdayattackrating,hassubstitutionboard,pitchwear,trait1vweak,teamcolor1r,pitchcolor,teamid,buildupplay,cksupport5,defensivedepth,cksupport3,goalnetstanchioncolor2g,cityid,cksupport4,domesticprestige,flamethrowercannon,ballid,form,teamcolor2g,cksupport7,latitude,matchdayoverallrating,hassuncanthem,cksupport1,cornerflagpolecolor,isbannerenabled,playsurfacetype,throwerleft,leftcornerkicktakerid,foundationyear,assetid,uefa_el_wins,matchdaydefenserating,jerseytype,domesticcups
Stade Rennais FC,1,0,0,1,10,4,0,223874,5,1,0,250,76,10,0,0,2,1,0,261616,-1,2,-1,1,-1,76,250,1,1,-1,170000,0,76,132100,0,29778,1,250,261616,78,76,0,2,24,222357,0,1,1,261616,261616,316,0,0,222357,0,0,2,4202500,74,0,259191,1,1,4,71,261616,243631,1,259191,0,70415,5,0,0,78,0,0,132100,202,4,74,1,223874,65,222357,1,400,243631,6,4,45,0,1,70415,48,76,0,70415,0,1,0,222357,261616,1901,74,0,74,1,3
Strasbourg,182,0,3,1,204,4,0,257090,7,1,0,227,75,6,0,0,2,250,0,263370,-1,2,-1,1,7,75,159,182,250,-1,120000,0,75,132098,0,26109,182,1,263370,75,75,0,2,102,258437,0,1,182,263370,263370,316,0,0,258437,0,0,4,4202498,75,1,271940,3,1,3,68,263370,270039,182,271940,0,258437,9,0,0,75,0,0,132098,51,4,76,1,279702,65,258437,182,564,270039,6,4,45,0,250,255434,48,75,0,255434,0,1,0,258437,263370,1906,76,0,75,2,3
Aberdeen,240,0,1,0,0,3,0,225317,5,0,0,0,69,7,0,0,2,255,1,202282,-1,1,-1,0,-2,68,0,0,255,-1,7500,0,69,4202752,0,20866,0,255,202282,66,68,0,1,0,225317,0,0,240,202282,202282,316,0,0,225317,0,0,1,266496,63,4,262361,1,0,3,86,202282,262361,0,202282,0,225317,7,0,0,66,0,0,4202752,240,4,77,2,72378,50,225317,0,3,242744,8,0,173,0,255,232642,57,68,0,232642,0,1,0,225317,202282,1903,77,0,63,2,8
Celtic,25,0,0,0,73,3,0,211093,8,3,0,16,75,5,1,0,2,255,0,243646,-1,2,-1,1,-4,75,123,105,255,-1,80000,0,75,66708,0,60411,25,8,243646,73,75,0,2,135,246321,0,1,25,243646,243646,316,0,0,246321,0,0,2,139412,73,55,260397,1,0,6,86,243646,198784,25,260397,1,243646,9,0,0,73,0,0,66708,1,4,78,1,211093,90,246321,105,186,198784,10,4,173,0,255,246919,55,75,0,246919,0,1,0,246321,243646,1888,78,0,73,2,42
Falkirk,255,0,0,0,111,3,0,221906,3,0,0,0,63,7,0,0,2,255,0,227759,-1,1,-1,0,-4,63,0,255,255,-1,2800,0,63,263168,0,7937,255,0,227759,63,63,0,1,0,79947,0,2,255,227759,227759,316,0,0,79947,0,0,1,532480,62,0,272617,12,0,1,80,227759,272617,255,227759,0,79947,2,0,0,63,0,0,4195328,0,4,79,1,79936,50,79947,255,971,264477,2,0,173,0,255,75767,56,63,0,75767,0,2,0,79947,240929,1876,79,0,62,2,2
Hearts,80,0,0,0,41,3,0,222045,6,0,0,35,72,4,0,0,2,255,0,223747,-1,2,-1,0,-3,71,12,12,255,-1,9500,0,72,66708,0,20099,35,80,223747,72,71,0,2,0,79274,0,2,80,223663,223663,316,0,0,79274,0,0,3,139412,70,4,238062,1,0,4,81,223747,238062,35,223663,0,216218,5,0,0,72,0,0,66708,120,4,80,1,276211,90,79274,12,148,246006,8,0,173,0,255,216218,55,71,0,216218,0,2,0,79274,223663,1874,80,0,70,1,8
Hibernian,25,0,0,0,56,3,0,211221,6,0,0,58,68,6,0,0,2,255,0,225872,-1,1,-1,0,-3,68,120,80,255,-1,7500,0,68,4198420,0,20421,58,25,243842,67,68,0,1,150,277997,0,1,25,225872,227806,316,0,0,277997,0,0,2,264212,67,4,227806,1,0,2,80,243842,243842,58,225872,0,225872,6,0,0,67,0,0,4202516,24,4,81,3,228080,50,277997,80,148,270845,7,4,173,0,255,211221,55,68,0,211221,0,2,0,277997,225872,1875,81,0,67,2,3
Kilmarnock,25,0,3,0,205,3,0,246846,3,0,0,150,64,6,1,0,2,255,0,244196,-1,1,-1,0,-4,65,50,80,255,-1,4300,0,64,264520,0,18128,25,19,244196,63,65,0,1,12,189776,0,0,25,244196,244196,316,0,0,189776,0,0,3,526664,64,1,277288,15,0,1,100805,244196,220872,25,246846,0,189776,4,0,0,63,0,0,4198728,12,4,82,3,76784,50,189776,80,247,246846,3,0,173,0,255,268434,55,65,0,268434,0,0,0,189776,220872,1869,82,0,64,2,3
Motherwell,1,0,0,0,2,3,0,211707,4,0,0,20,66,9,1,0,2,153,0,241982,-1,1,-1,0,-3,66,180,100,51,-1,4100,0,66,263240,0,13677,1,251,241982,71,66,0,1,159,271693,1,2,1,241982,229163,316,0,0,271693,0,0,2,532552,65,1,262539,1,0,2,86,229163,262539,1,254136,0,271693,4,0,0,71,0,0,4195400,255,4,83,1,256216,50,271693,100,331,243618,5,0,173,0,0,229163,55,66,0,254136,0,1,0,271693,241982,1886,83,0,65,2,2
Rangers,30,1,0,0,210,3,0,195479,8,3,0,255,73,5,1,0,2,255,0,195479,-1,2,-1,1,-4,74,80,50,255,-1,60000,0,73,132224,0,50817,80,50,195479,73,74,0,2,80,270866,0,1,30,195479,195479,316,0,0,270866,0,0,2,4202624,73,55,72159,1,0,6,78,195479,240017,80,72159,0,195479,9,0,0,73,0,0,132224,50,4,86,1,252148,65,270866,50,186,240017,10,0,173,0,255,255928,55,74,0,255928,0,2,0,270866,195479,1872,86,0,73,1,34
Birmingham City,10,0,0,0,102,3,0,242386,6,2,0,163,72,4,0,0,2,255,0,237424,-1,2,-1,0,-1,72,35,40,255,-1,60000,0,72,4195464,0,29409,10,1,239704,72,72,0,2,35,277673,0,2,10,237424,239704,316,0,0,277673,0,0,1,270472,73,0,274516,1,2,1,2,239704,244767,10,274516,0,255206,10,0,0,72,0,0,4195464,1,4,88,1,267894,50,277673,40,54,244767,7,0,55,0,255,255206,52,72,0,255206,0,2,0,277673,237424,1875,88,0,73,2,0
Charlton Ath,1,0,0,0,43,3,0,224842,4,2,0,43,69,9,1,0,2,255,0,262848,-1,1,-1,2,0,69,28,40,255,-1,12500,0,69,4202561,0,27111,10,242,262848,67,69,0,1,28,247279,0,0,1,262848,262848,316,0,0,247279,0,0,1,266305,69,0,224842,1,0,1,97,262848,262848,10,224842,0,247279,5,0,0,67,0,0,4202561,212,4,89,2,271976,50,247279,40,285,202048,1,0,55,0,255,271066,51,69,0,271066,0,0,0,247279,262848,1905,89,0,69,2,1
Derby County,255,0,0,0,255,3,0,234319,5,2,0,255,70,6,0,0,2,1,0,228894,-1,1,-1,2,-1,70,255,1,1,-1,13000,0,70,4202577,0,33597,1,255,269248,74,70,0,1,255,213152,0,2,1,228894,228894,316,0,0,213152,0,0,2,266321,69,2,238460,1,2,1,14,228894,233795,255,238460,0,233795,5,0,0,74,0,0,4202577,255,4,91,2,234319,50,213152,255,134,233795,3,0,55,0,1,220139,52,70,0,220139,0,2,0,213152,228894,1884,91,0,69,2,1
Grimsby Town,1,0,8,0,1,3,0,225772,2,0,0,1,62,7,0,0,2,255,0,212167,-1,1,-1,0,0,62,1,1,255,-1,2150,0,62,132160,0,9052,1,1,212167,63,62,0,1,1,192450,0,0,1,212167,212167,316,0,0,192450,0,0,4,4202560,61,0,225772,1,0,1,149,251219,225772,1,206565,0,212167,5,0,0,63,0,0,132160,1,4,92,1,252385,65,192450,1,577,77037,4,0,55,0,255,212167,53,62,0,206565,0,2,0,192450,212167,1878,92,0,61,2,0
Ipswich,30,0,0,0,150,3,0,235405,4,0,0,165,73,7,0,0,2,255,0,246685,-1,2,-1,0,1,73,85,85,255,-1,170000,0,73,132226,0,29673,165,30,246685,69,73,0,2,85,259423,0,2,30,246685,246685,316,0,0,259423,0,0,2,4202626,74,1,71110,1,2,1,1792,246685,71110,165,242908,0,259423,7,0,0,69,0,0,132226,30,4,94,1,239356,65,259423,85,229,233851,10,0,55,0,255,250816,52,73,0,250816,0,2,0,259423,242908,1878,94,1,74,2,1
Leicester City,37,1,0,0,160,3,0,210243,7,3,0,189,72,8,0,0,2,255,0,267680,-1,1,-1,0,-1,71,101,77,255,-1,230000,0,72,4195328,0,32261,173,57,267680,68,71,0,1,51,241202,0,0,37,254470,254470,366,0,0,241202,0,0,2,270336,70,1,225783,1,0,4,14,254470,267680,173,225783,0,241202,6,0,0,68,0,0,4195328,0,3,95,1,241042,50,241202,77,272,267680,10,0,55,0,255,81539,52,71,0,81539,0,2,0,241202,222400,1884,95,0,70,2,1
Millwall,33,0,0,0,115,3,0,216481,3,2,0,115,72,4,0,0,2,255,0,253433,-1,1,-1,2,0,71,36,36,255,-1,22000,0,72,4202568,0,20146,115,33,253433,69,71,0,1,36,261432,0,2,33,253433,253433,316,0,0,261432,0,0,2,266312,72,0,248356,1,2,1,19,253433,253433,115,248356,0,261432,5,0,0,69,0,0,4202568,33,4,97,2,231423,50,261432,36,285,251560,5,0,55,0,255,276712,51,71,0,276712,0,1,0,261432,253433,1885,97,0,72,1,0
Sunderland,231,0,4,0,1,3,0,199503,6,0,0,1,78,9,0,0,2,255,0,199503,-1,2,-1,0,-1,78,1,1,255,-1,350000,0,78,270400,0,48707,1,221,199503,76,77,0,2,1,251810,0,2,231,199503,199503,316,0,0,251810,0,0,1,528448,78,6,275048,1,2,1,13,199503,240359,1,275048,0,246350,8,0,0,76,0,0,263232,231,4,106,2,269230,30,251810,1,467,83236,2,0,35,0,255,246350,54,77,0,246350,0,2,0,251810,199503,1879,106,0,78,2,2
West Brom,250,0,0,0,106,3,0,205970,5,2,0,136,70,4,0,0,2,255,0,205970,-1,1,-1,0,-1,70,36,36,255,-1,80000,0,70,4195352,0,26850,106,1,205970,70,70,0,1,36,253441,0,2,1,205970,205970,316,0,0,253441,0,0,1,270360,69,1,213798,1,2,1,110,234087,213798,250,268630,0,253441,6,0,0,70,0,0,4195352,1,4,109,1,205970,50,253441,250,525,251497,7,0,55,0,255,235161,52,70,0,235161,0,2,0,253441,268630,1878,109,0,69,2,5
Wolves,1,0,0,0,19,3,0,201417,6,2,0,59,75,5,0,0,2,30,0,261224,-1,2,-1,0,-2,75,152,1,30,-1,550000,0,75,270344,0,32750,1,229,258911,74,75,0,2,185,262937,0,0,1,258911,258911,366,0,0,237658,0,0,2,528392,74,3,237658,1,0,4,109,74866,252064,1,273463,0,226380,8,0,0,74,0,0,263176,253,3,110,2,235456,30,252064,1,531,273463,4,1,35,0,30,262135,52,75,0,258911,0,2,0,262135,74866,1877,110,0,74,2,4
Crewe Alexandra,1,0,4,0,1,3,0,223381,2,0,0,1,61,10,0,0,2,255,0,240981,-1,1,-1,0,-2,61,1,95,255,-1,1975,0,61,139266,0,10153,60,231,240981,61,61,0,1,1,271626,0,0,1,267849,240981,316,0,0,271626,0,0,2,4198402,61,0,254925,1,0,1,1928,243637,267849,60,254925,0,240981,3,0,0,61,0,0,139266,231,4,121,2,209368,65,271626,95,125,267849,4,0,55,0,255,269950,53,61,0,269950,0,2,0,271626,240981,1877,121,0,61,2,0
Shrewsbury,0,0,27,0,204,3,0,195126,2,0,0,204,60,8,0,0,2,255,0,242366,-1,1,-1,0,-2,61,80,88,0,-1,3000,0,60,264192,0,9875,176,1,242366,58,61,0,1,51,195126,0,0,0,242366,242366,316,0,0,195126,0,0,2,526336,62,0,278147,1,0,1,1803,242366,244715,176,278147,0,195126,5,0,0,58,0,0,4198400,1,4,127,3,248815,50,195126,88,449,244715,9,0,55,0,163,268886,52,61,0,268886,0,0,0,195126,242366,1886,127,0,62,2,0
Barnet,1,0,0,0,1,3,0,222157,3,0,0,0,62,5,0,0,2,1,0,225922,-1,1,-1,0,0,62,153,1,1,-1,2159,0,62,132176,0,6500,1,255,225922,62,62,0,1,153,226018,0,0,1,225922,243044,316,0,0,226018,0,0,2,4202576,62,0,240345,3,0,1,361,225922,263453,1,240345,0,226018,3,0,0,62,0,0,132176,255,4,135,1,243044,65,226018,1,285,263453,2,0,55,0,1,78415,51,62,0,78415,0,2,0,226018,225922,1888,135,0,62,2,0
Doncaster,232,0,4,0,9,3,0,243613,3,0,0,9,64,6,0,0,2,255,0,235915,-1,1,-1,0,-1,64,14,14,255,-1,2800,0,64,263306,0,15231,9,232,235915,62,64,0,1,14,163050,0,0,232,235915,235915,316,0,0,163050,0,0,1,532618,63,0,234497,1,0,1,1797,235915,243613,9,234497,0,163050,4,0,0,62,0,0,4195466,202,4,142,1,246874,50,163050,14,139,243613,2,0,55,0,255,212513,53,64,0,212513,0,0,0,163050,235915,1879,142,0,63,2,0
Exeter City,30,0,0,0,38,3,0,207646,3,0,0,30,62,8,0,0,2,255,0,233115,-1,1,-1,0,-3,64,30,40,255,-1,3800,0,62,264322,0,8219,30,30,233115,65,63,0,1,28,271666,0,0,30,233115,233115,316,0,0,271666,0,0,2,526466,63,0,258953,1,0,1,1929,233115,258953,30,244559,0,233115,4,0,0,65,0,0,4198530,227,4,143,3,74164,50,271666,40,159,258724,3,0,55,0,255,233115,50,63,0,244559,0,2,0,271666,233115,1901,143,0,63,2,0
Fulham,1,0,0,0,255,3,0,224221,5,2,0,255,78,7,0,0,2,1,0,220710,-1,2,-1,0,0,78,255,1,1,-1,780000,0,78,4202624,0,25700,1,255,220710,78,78,0,2,255,229891,0,0,1,220710,220710,366,0,0,241436,0,0,3,266368,78,0,241436,1,0,4,15,236699,224221,1,228092,0,220710,7,0,0,78,0,0,132224,255,3,144,2,246172,50,264337,1,285,228092,5,0,35,0,1,229891,51,78,0,224221,0,2,0,235883,220710,1879,144,0,78,2,0
Lincoln City,255,0,1,0,43,3,0,200309,3,0,0,1,66,6,0,0,2,255,0,237204,-1,1,-1,0,0,66,1,1,255,-1,3900,0,66,270346,0,10669,1,1,204215,65,66,0,1,1,260723,0,0,255,237204,237204,316,0,0,260723,0,0,2,528394,66,0,239799,3,0,1,92,237204,237204,1,239799,0,260723,6,0,0,65,0,0,4202506,228,4,149,2,204215,50,260723,1,603,225279,6,0,55,0,255,261861,53,66,0,261861,0,1,0,260723,80781,1884,149,0,66,1,0
Arminia Bielefeld,150,0,0,1,1,4,0,231897,4,1,0,255,68,4,1,0,2,1,0,231897,-1,1,-1,1,8,68,255,150,157,-1,20100,0,68,4195330,0,27332,150,255,231897,67,68,0,1,1,240814,0,1,150,231897,231897,316,0,0,240814,0,0,2,270338,68,0,270403,1,1,1,531,231897,231897,150,270403,0,231897,9,0,0,67,0,0,4195330,1,4,159,1,252861,50,240814,150,51,272660,3,0,27,0,91,250946,52,68,0,250946,0,1,0,240814,231897,1905,159,0,68,2,0
VfL Bochum 1848,52,0,3,1,162,4,0,235297,8,1,0,207,69,8,1,0,2,255,0,224423,-1,1,-1,1,7,69,78,66,255,-1,54300,0,69,4202564,0,27500,200,17,224423,69,69,0,1,86,206606,0,1,52,224423,224423,316,0,0,206606,0,0,3,266308,70,0,228614,1,1,1,34,224423,233151,200,228614,0,206606,3,0,0,69,0,1,4202564,20,3,160,2,80218,50,206606,66,57,233151,10,0,27,0,255,70037,51,69,0,70037,0,1,0,206606,224423,1938,160,0,70,2,0
Energie Cottbus,255,0,0,1,30,4,0,224661,6,0,0,20,65,9,1,0,2,255,0,224518,-1,1,-1,1,14,65,52,255,255,-1,2200,0,65,270464,0,22528,255,230,224518,65,65,0,1,15,250763,0,1,255,224518,224518,316,0,0,250763,0,0,4,528512,64,0,276195,3,1,1,503,224518,276195,255,257009,0,224518,2,0,0,65,0,0,4202624,242,4,162,2,239909,50,250763,255,683,76122,4,0,91,0,255,224518,51,65,0,257009,0,1,0,250763,224518,1966,162,0,64,2,0
Fürth,205,0,0,1,50,4,0,209504,1,1,0,38,68,10,0,0,2,255,0,209504,-1,1,-1,1,10,68,87,205,255,-1,26100,0,68,270340,0,16626,205,37,209504,72,67,0,1,153,276660,0,1,205,209504,209504,316,0,0,276660,0,0,1,528388,67,3,202088,1,1,1,171,209504,202088,205,276337,0,276660,1,0,0,72,0,0,4202500,1,4,165,2,226167,50,276660,205,172,246127,5,0,27,0,255,209504,49,67,0,276337,0,1,0,276660,209504,1903,165,0,67,2,0
Hertha BSC,135,1,0,1,180,4,0,204776,6,3,0,160,70,8,0,0,2,255,0,231614,-1,1,-1,1,13,70,55,135,255,-1,124330,0,70,4198400,0,74475,135,15,231614,71,70,0,1,105,221168,0,1,135,231614,221885,316,0,0,221168,0,0,2,264192,69,2,231614,1,1,2,1831,221885,262217,135,231614,0,231614,2,0,0,71,0,0,4202496,1,4,166,3,242974,50,221168,135,47,262217,8,0,27,0,255,239744,52,70,0,239744,0,1,0,221168,221885,1892,166,0,69,1,0
1. FSV Mainz 05,235,1,0,1,19,4,0,216158,5,3,0,165,78,7,0,0,2,250,0,257075,-1,2,-1,1,8,75,165,20,250,-1,139560,0,78,73730,0,33305,20,165,257075,73,75,0,2,6,233216,0,1,235,257075,257075,316,0,0,233216,0,0,2,135170,75,0,225309,1,1,3,1824,257075,257075,20,225309,0,257075,2,0,0,73,1,0,66562,227,4,169,2,216275,90,233216,20,296,73078,5,0,25,0,250,223790,49,75,0,223790,0,1,0,233216,257075,1905,169,0,75,2,0
1. FC Nürnberg,1,0,0,1,43,4,0,276283,7,1,0,255,69,7,0,0,2,1,0,256674,-1,1,-1,1,11,68,255,1,1,-1,56700,0,69,4195328,0,50000,1,255,256674,68,68,0,1,16,80820,0,1,1,256674,256674,316,0,0,80820,0,0,2,270336,68,9,73161,1,1,1,165,256674,73161,1,256674,0,256674,2,0,0,68,0,0,4195328,194,4,171,1,81326,50,80820,1,355,245097,7,0,27,0,1,79266,49,68,0,79266,0,1,0,80820,256674,1900,171,0,68,2,4
VfL Wolfsburg,210,1,0,1,45,4,0,190460,2,3,0,2,76,2,0,0,2,255,0,190460,-1,2,-1,1,10,76,225,210,255,-1,338850,0,76,270337,0,30000,210,90,190460,76,76,0,2,180,264697,0,1,210,190460,190460,316,0,0,264697,0,0,2,528385,74,1,254566,1,1,4,485,190460,254566,210,190460,0,190460,8,0,0,76,1,0,263169,100,4,175,2,268312,30,264697,210,530,262929,6,0,25,0,255,270532,52,76,0,270532,0,1,0,264697,190460,1945,175,0,74,2,1
Dundee FC,255,0,0,0,112,3,0,227758,3,0,0,150,64,6,0,0,2,255,0,231863,-1,1,-1,0,-2,64,40,255,255,-1,3800,0,64,270340,0,11506,255,15,231863,66,64,0,1,25,227758,0,2,255,231863,231863,316,0,0,227758,0,0,2,528388,64,1,240513,3,0,1,181,268306,268306,255,271425,0,231863,3,0,0,66,0,0,4202500,25,4,180,2,208999,50,227758,255,146,268888,2,0,173,0,255,231863,56,64,0,271425,0,2,0,227758,231863,1893,180,0,64,2,1
Dundee United,30,0,0,0,0,3,0,259147,3,0,0,0,65,8,0,0,2,1,0,241875,-1,1,-1,0,-2,65,120,120,1,-1,4000,0,65,270336,0,14209,0,255,241875,65,65,0,1,120,266049,0,0,255,266049,241875,316,0,0,266049,0,0,2,528384,63,1,83666,0,0,1,180,241875,241875,30,247001,0,269475,3,0,0,65,0,0,4202496,255,4,181,2,278030,50,269475,30,146,73470,3,0,173,0,1,269475,56,65,0,247001,0,0,0,266049,266049,1909,181,0,63,2,2
Bologna,29,0,23,1,128,4,0,242280,6,1,0,250,77,7,1,0,2,172,0,240915,-1,2,-1,1,11,76,250,33,17,-1,459750,0,77,132228,0,36462,30,250,242280,77,76,0,2,64,267861,0,1,29,240915,240915,316,0,0,267861,0,0,3,4202628,74,7,266500,3,1,5,50,212404,212404,30,266500,0,212404,6,0,0,77,0,0,132228,0,4,189,1,242280,65,267861,33,60,202024,6,0,47,0,20,244634,44,76,0,244634,0,1,0,267861,240915,1909,189,0,74,2,3
RB Salzburg,202,1,1,1,11,4,0,246402,5,3,0,124,70,9,0,0,2,255,0,260876,-1,1,-1,1,12,69,60,204,255,-1,240000,0,70,132224,0,30188,206,50,260876,69,69,0,1,0,260020,0,1,202,260876,260876,316,0,0,260020,0,0,2,4202624,68,17,246402,1,1,6,254,260876,75533,206,260876,0,260020,5,0,0,69,0,0,132224,197,4,191,1,277668,65,260020,204,418,223724,10,0,31,0,255,274445,47,69,0,274445,0,1,0,260020,75533,1933,191,0,68,2,9
Pescara,2,0,40,1,234,4,0,198219,1,2,0,161,69,8,0,0,2,255,0,198219,-1,1,-1,1,14,69,76,76,255,-1,13995,0,69,139392,0,20486,161,2,198219,65,68,0,1,185,238413,0,1,2,198219,243527,316,0,0,238413,0,0,2,4198528,67,0,243527,1,1,1,206,198219,243527,161,260456,0,238413,2,0,0,65,0,0,139392,0,4,200,2,222355,65,238413,76,378,205726,1,0,82,0,255,198219,42,68,0,260456,0,1,0,238413,198219,1936,200,0,67,2,0
Venezia,30,0,25,1,30,4,0,250779,4,2,0,35,72,6,0,0,2,255,0,242332,-1,1,-1,1,12,71,130,30,54,-1,120000,0,72,132352,0,12048,30,0,236760,71,71,0,1,30,259107,0,1,30,242332,242332,316,0,0,259107,0,0,3,4202752,69,0,73379,1,1,1,206,236760,236760,30,73379,0,259107,6,0,0,71,0,0,132352,30,4,205,1,235800,65,259107,30,651,210384,7,0,82,0,130,242755,45,71,0,242755,0,1,0,259107,242332,1907,205,0,69,2,1
Hellas Verona,30,0,0,1,7,4,0,215363,2,2,0,107,73,8,0,0,2,1,0,273564,-1,2,-1,1,10,73,62,30,148,-1,129825,0,73,528390,0,31045,30,1,273564,70,73,0,2,229,273564,0,1,30,273564,238009,316,0,0,273564,0,0,2,526342,71,1,234795,3,1,1,205,238009,205343,30,234795,0,273564,2,0,0,70,0,0,270342,255,4,206,3,212153,30,273564,30,511,205343,2,0,47,0,76,257104,45,73,0,257104,0,1,0,273564,238009,1903,206,0,71,2,0
SK Sturm Graz,202,0,0,1,1,4,0,226129,8,2,0,2,69,5,0,0,2,255,0,259101,-1,1,-1,1,15,68,2,204,255,-1,76000,0,69,139402,0,16364,206,2,259101,67,68,1,1,1,261293,0,1,202,259101,259101,316,0,0,261293,0,0,2,4198538,68,5,74115,1,1,5,254,276395,74115,206,245058,0,245058,6,0,0,67,0,0,139402,1,4,209,2,72972,65,261293,204,194,226129,9,0,31,0,255,276395,47,68,0,245058,0,1,0,261293,259101,1909,209,0,68,2,7
Dinamo Zagreb,12,0,3,1,162,5,0,231007,6,0,0,162,74,10,0,0,2,255,0,231007,-1,2,-1,0,16,72,77,77,255,-1,98000,0,74,4198400,0,35423,162,12,231007,71,72,0,2,77,279925,0,1,12,231007,231007,316,0,0,279925,0,0,4,264192,71,25,277901,1,1,6,263,231007,233478,162,277901,0,271384,2,0,0,71,0,0,4202496,12,4,211,3,226754,50,279925,77,700,233478,10,0,37,0,255,271384,45,72,0,271384,0,1,0,279925,231007,1911,211,0,71,2,17
FC Lorient,1,0,0,1,11,4,0,213367,3,1,0,250,73,4,1,0,2,1,0,266099,-1,2,-1,1,-3,73,250,1,1,-1,64500,0,73,4198408,0,16787,1,250,266099,72,73,0,2,103,261084,0,1,1,266099,266099,316,0,0,261084,0,0,3,264200,72,0,213367,0,0,1,74,72100,72100,1,230686,0,261084,5,0,0,72,0,0,4202504,235,4,217,3,265544,50,261084,1,287,276594,2,4,45,0,1,266099,47,73,0,230686,0,1,0,261084,266099,1926,217,0,72,2,1
OM,1,1,37,1,250,4,0,213648,9,3,0,255,79,2,1,0,2,1,0,246147,-1,2,-1,1,5,79,204,1,214,-1,460000,0,79,132224,0,67394,1,102,246147,80,79,0,2,250,240753,0,1,1,246147,246147,316,0,0,240753,0,0,7,4202624,79,9,271400,1,1,5,73,246147,246147,1,271400,1,246147,6,0,0,80,0,0,132224,250,4,219,1,201455,65,240753,1,306,213648,8,4,45,0,151,251806,43,79,0,251806,0,1,0,240753,246147,1899,219,0,79,2,10
RSC Anderlecht,202,0,48,1,111,4,0,200059,6,2,0,1,71,10,1,0,2,255,0,203486,-1,2,-1,1,4,72,1,204,255,-1,120000,0,71,66564,0,21500,206,1,203486,74,72,1,2,48,251156,0,1,202,203486,203486,316,0,0,251156,0,0,3,139268,71,34,246419,1,1,5,232,203486,246419,206,263558,0,203486,9,0,0,74,0,0,66564,94,4,229,1,73921,90,251156,204,79,261776,10,0,122,0,255,203486,50,72,0,263558,0,1,0,251156,203486,1908,229,1,71,2,9
Royal Antwerp FC,202,0,4,1,29,4,0,226537,5,0,0,1,69,7,0,0,2,250,0,199652,-1,1,-1,1,4,70,1,204,250,-1,120000,0,69,4202512,0,16144,206,1,199652,71,70,1,1,29,272303,0,1,202,199652,199652,316,0,0,272303,0,0,1,266256,70,5,242003,1,1,5,231,225653,242003,206,225653,0,226537,8,0,0,71,0,0,4202512,238,4,230,2,70689,50,272303,204,616,199652,9,0,122,0,250,226537,51,70,0,226537,0,1,0,272303,225653,1880,230,0,70,2,4
Club Brugge,202,0,0,1,190,4,0,200155,6,2,0,255,76,6,0,0,2,1,0,200155,-1,2,-1,1,3,74,255,204,1,-1,184000,0,76,66688,0,29062,206,255,200155,72,74,1,2,120,276256,0,1,202,200155,278318,316,0,0,276256,0,0,1,139392,74,19,277426,1,1,6,229,278318,200155,206,277426,0,200155,9,0,0,72,0,0,66688,1,4,231,1,262880,90,276256,204,78,200155,10,0,122,0,1,266895,51,74,0,266895,0,1,0,276256,278318,1891,231,0,74,2,12
Standard Liège,202,0,0,1,36,4,0,238409,5,2,0,97,69,7,0,0,2,255,1,238409,-1,1,-1,1,5,70,144,204,255,-1,82000,0,69,4198400,0,27670,206,162,238409,70,70,1,1,46,231835,0,1,202,238409,238409,316,0,0,231835,0,0,2,264192,69,10,257112,1,1,5,229,238409,268519,206,257112,0,268519,6,0,0,70,0,1,4202496,238,4,232,3,220782,50,231835,204,278,268519,8,0,122,0,255,239323,50,70,0,239323,0,1,0,231835,238409,1898,232,0,69,2,8
SL Benfica,220,0,1,0,25,4,0,192366,9,3,0,25,78,10,1,0,2,255,0,231913,-1,2,-1,1,-9,78,37,37,255,-1,400000,0,78,66562,0,68100,25,220,231913,80,78,2,2,37,229188,0,1,220,231913,231913,366,0,0,229188,0,0,2,139266,77,38,192366,1,1,7,236,231913,231913,25,246871,2,229188,10,0,0,80,0,0,66562,220,4,234,1,262881,90,229188,37,281,246871,10,0,36,0,255,216547,38,78,0,216547,0,1,0,229188,231913,1904,234,0,77,2,26
